2,-50.81,-51.795,-59.386,-53.352,-50.307,-60.568,-52.713,-49.325,-44.677,-49.292,-54.947,-52.053,-47.608,-45.099,-45.946,-47.874,-42.121,-41.306,-55.918,-50.435,-52.411,-51.049,-49.148,-52.287,-47.366,-47.025,-52.354,-57.378,-54.422,-54.361,-52.591,-51.374,-51.885,-51.967,-53.792,-47.04,-46.694,-43.46,-54.849,-45.809,-56.623,-50.46,-54.449,-53.002,-45.068,-45.36,-47.115,-53.359,-54.025,-51.719,-51.141,-51.128,-47.837,-48.569,-45.944,-47.503,-48.441,-48.215,-57.141,-51.228,-53.627,-53.926,-56.113,-54.78,-54.606,-52.416,-47.929,-50.978,-48.851,-53.192,-52.357,-56.885,-55.097,-59.257,-48.98,-54.479,-52.84,-51.652,-57.487,-50.53,-49.528,-50.259,-45.825,-51.623,-54.539,-49.915,-58.793,-57.505,-58.205,-55.66,-52.502,-49.962,-54.177,-56.932,-54.264,-53.404,-53.334,-55.173,-60.833,-57.464,-55.674,-50.278,-51.772,-56.08,-51.503,-54.984,-55.706,-60.87,-54.895,-48.431,-45.839,-51.451,-54.921,-49.442,-50.949,-56.135,-56.954,-56.318,-55.393,-54.592,-51.836,-60.572,-49.533,-56.627,-52.552,-61.935,-61.598,-70.412,-54.6,-48.361,-55.856,-55.829,-55.067,-56.989,-57.096,-52.925,-59.933,-56.602,-49.905,-56.907,-48.259,-54.505,-53.256,-57.902,-55.263,-54.51,-59.735,-60.215,-55.79,-50.898,-55.753,-61.085,-59.361,-60.168,-64.02,-54.191
2,-58.363,-47.712,-48.621,-46.027,-46.104,-49.997,-44.126,-42.687,-44.469,-40.569,-39.473,-45.266,-46.257,-41.235,-41.762,-44.702,-44.219,-38.715,-45.971,-51.996,-50.245,-47.857,-52.679,-48.958,-50.936,-51.686,-50.098,-59,-47.393,-49.877,-45.759,-51.166,-52.708,-51.678,-43.107,-45.116,-47.315,-43.253,-53.834,-48.677,-51.1,-55.259,-46.158,-50.36,-53.756,-55.267,-50.225,-50.856,-52.415,-48.942,-52.69,-48.116,-53.361,-48.583,-49.786,-45.382,-45.775,-46.198,-50.439,-47.282,-54.542,-50.405,-58.542,-53.025,-56.65,-51.467,-49.165,-57.067,-46.816,-48.266,-56.976,-52.311,-52.427,-51.206,-43.108,-53.722,-51.633,-53.305,-48.544,-53.352,-59.112,-45.357,-50.252,-50.109,-52.183,-51.241,-57.201,-50.638,-54.743,-49.653,-55.831,-63.399,-48.65,-55.238,-52.154,-51.12,-53.864,-56.162,-49.356,-51.334,-48.729,-55.039,-57.771,-48.977,-49.97,-60.917,-50.387,-52.32,-50.544,-51.934,-57.043,-49.256,-48.48,-52.694,-56.768,-50.989,-60.126,-50.383,-52.864,-56.288,-54.951,-55.912,-48.775,-51.292,-59.119,-54.495,-52.588,-52.86,-53.387,-53.691,-55.058,-54.998,-55.483,-52.23,-49.249,-58.421,-63.089,-56.796,-51.603,-53.749,-49.837,-53.34,-52.289,-58.142,-51.901,-51.834,-55.136,-55.544,-59.238,-54.576,-55.805,-59.351,-52.269,-53.985,-58.59,-63.295
2,-38.789,-46.304,-44.888,-47.164,-41.697,-43.952,-41.501,-39.487,-44.39,-40.209,-44.336,-40.52,-45.193,-42.245,-43.219,-37.8,-37.898,-44.914,-44.516,-44.596,-44.676,-46.563,-50.206,-43.318,-49.529,-50.656,-49,-45.154,-44.702,-43.125,-48.141,-41.666,-42.956,-46.615,-45.833,-45.921,-50.597,-49.18,-50.247,-47.328,-44.372,-44.656,-47.58,-42.403,-45.76,-54.568,-45.158,-48.64,-46.637,-48.284,-44.829,-45.535,-48.158,-50.43,-47.833,-47.708,-43.986,-49.308,-46.936,-50.637,-52.029,-43.449,-45.848,-52.845,-45.527,-45.813,-50.416,-49.866,-47.176,-54.835,-48.55,-47.415,-52.346,-46.557,-47.132,-48.65,-50.854,-46.528,-49.481,-50.574,-46.673,-45.102,-52.3,-49.694,-50.134,-50.99,-51.495,-48.034,-49.73,-48.81,-51.183,-48.063,-52.591,-49.613,-51.361,-47.703,-48.871,-51.266,-54.948,-51.412,-55.087,-54.812,-52.648,-48.15,-50.224,-55.443,-52.586,-48.125,-52.732,-52.757,-51.22,-50.42,-46.154,-54.426,-50.546,-49.511,-52.744,-48.804,-55.065,-54.917,-50.134,-48.794,-53.763,-51.072,-52.755,-50.67,-55.279,-55.059,-50.444,-53.883,-51.684,-51.999,-58.511,-53.282,-48.336,-53.312,-54.064,-49.487,-53.396,-52.462,-53.068,-50.467,-48.821,-51.227,-52.417,-52.314,-51.357,-58.337,-55.258,-54.837,-54.123,-54.621,-51.574,-52.83,-52.838,-59.377
2,-39.762,-41.951,-46.653,-48.638,-41.599,-46.239,-40.596,-39.947,-41.098,-41.472,-42.238,-38.149,-42.628,-40.774,-44.094,-38.614,-36.131,-43.787,-44.947,-43.055,-43.443,-45.592,-48.184,-42.493,-46.732,-50.053,-46.654,-42.888,-42.777,-43.338,-47.79,-41.148,-43.357,-46.787,-46.577,-49.72,-49.779,-50.422,-45.957,-44.95,-42.904,-41.71,-42.679,-43.206,-48.469,-47.709,-44.007,-49.601,-46.614,-48.515,-43.763,-42.395,-47.421,-49.151,-46.638,-47.894,-43.048,-46.633,-46.916,-51.016,-46.854,-42.327,-48.819,-51.824,-43.53,-45.264,-47.989,-49.049,-45.157,-47.771,-44.694,-44.514,-46.861,-45.103,-50.582,-48.799,-47.098,-47.018,-49.87,-49.772,-49.872,-45.058,-51.963,-47.489,-53.384,-50.068,-48.958,-42.904,-51.215,-44.205,-46.596,-49.517,-48.504,-48.093,-51.163,-49.017,-49.124,-49.391,-51.854,-51.666,-49.562,-50.205,-50.891,-50.006,-46.598,-48.963,-50.719,-50.984,-48.761,-52.487,-52.376,-56.19,-47.214,-51.906,-47.93,-50.179,-48.82,-44.943,-50.326,-51.953,-49.03,-48.052,-48.546,-49.987,-50.937,-47.267,-53.992,-52.987,-49.571,-54.625,-51.764,-52.3,-56.355,-49.781,-50.302,-52.56,-47.671,-51.266,-51.807,-50.88,-48.958,-55.788,-47.711,-52.167,-48.494,-52.068,-55.348,-55.426,-49.942,-52.636,-48.947,-56.639,-52.574,-51.999,-53.032,-54.54
2,-64.495,-64.845,-61.95,-60.978,-57.683,-61.076,-52.321,-61.64,-47.368,-46.392,-46.546,-48.594,-57.211,-53.377,-60.886,-56.634,-57.993,-62.154,-54.596,-60.932,-57.759,-59.868,-58.326,-48.493,-60.848,-55.165,-59.274,-49.731,-48.809,-48.535,-50.123,-47.749,-55.352,-57.819,-48.241,-59.253,-54.934,-55.19,-52.216,-46.603,-45.495,-46.798,-50.423,-50.193,-65.277,-55.602,-49.247,-54.668,-53.227,-50.954,-55.584,-46.451,-48.3,-53.627,-64.172,-52.917,-48.23,-52,-56.486,-53.51,-51.445,-44.055,-51.969,-65.957,-64.043,-64.883,-59.556,-55.582,-46.922,-54.333,-47.835,-50.205,-58.307,-58.504,-65.285,-49.548,-59.251,-67.604,-60.091,-60.93,-45.104,-51.643,-60.151,-56.059,-50.284,-57.314,-51.877,-44.273,-53.38,-50.396,-54.83,-59.307,-59.576,-54.456,-60.845,-60.189,-54.752,-59.559,-54.294,-48.641,-56.776,-55.745,-58.733,-58.29,-49.227,-54.059,-51.828,-52.597,-50.35,-53.439,-58.388,-52.737,-52.592,-58.889,-54.744,-61.932,-54.46,-50.511,-55.244,-55.197,-52.46,-54.788,-49.149,-56.034,-63.264,-52.521,-53.229,-53.783,-57.453,-52.748,-55.876,-53.364,-58.87,-57.023,-56.376,-50.983,-48.824,-52.392,-56.198,-49.468,-59.182,-56.876,-56.688,-61.678,-53.826,-54.296,-58.714,-54.046,-53.777,-54.016,-56.59,-63.47,-52.25,-58.268,-58.018,-53.305
2,-43.847,-44.877,-40.384,-43.829,-40.872,-49.049,-48.673,-48.822,-40.903,-41.918,-39.121,-42.146,-48.983,-43.762,-47.568,-42.416,-43.964,-36.512,-48.236,-48.463,-48.957,-42.641,-45.502,-45.039,-50.349,-47.496,-52.938,-42.627,-45.974,-43.415,-50.387,-40.062,-48.056,-51.076,-44.709,-43.593,-39.38,-43.707,-46.283,-40.398,-44.294,-44.739,-46.188,-44.241,-50.236,-53.022,-46.194,-51.18,-48.269,-50.751,-43.375,-45.102,-46.432,-52.333,-50.597,-46.817,-42.859,-50.531,-48.456,-47.917,-47.401,-42.105,-46.802,-58.967,-53.803,-48.746,-47.836,-51.597,-49.27,-47.836,-49.573,-51.111,-50.616,-43.669,-46.685,-47.801,-44.663,-48.673,-50.395,-46.168,-42.603,-45.406,-49.526,-49.771,-47.116,-45.865,-51.676,-48.694,-51.509,-49.8,-47.919,-48.418,-47.822,-54.176,-49.448,-45.632,-53.79,-54.713,-49.023,-47.724,-47.254,-49.012,-52.179,-49.569,-49.176,-50.275,-52.718,-46.937,-49.765,-53.204,-48.599,-51.44,-50.686,-47.981,-53.238,-49.851,-55.055,-46.136,-54.08,-49.834,-54.823,-52.164,-53.269,-49.338,-48.883,-54.517,-49.287,-50.694,-55.456,-50.079,-49.884,-51.809,-54.914,-52.421,-57.485,-50.75,-47.628,-50.591,-54.24,-55.178,-55.956,-52.751,-54.386,-55.852,-47.475,-57.294,-54.568,-53.33,-54.739,-51.048,-55.106,-50.114,-55.045,-54.063,-53.761,-55.535
2,-38.888,-36.882,-42.985,-40.53,-38.877,-42.894,-38.098,-40.697,-40.083,-39.326,-36.941,-43.471,-43.047,-45.152,-38.065,-31.961,-30.826,-38.745,-43.523,-39.749,-41.853,-41.967,-41.724,-37.416,-40.78,-43.649,-46.903,-39.588,-44.566,-45.574,-38.832,-35.692,-37.952,-44.785,-37.431,-38.962,-39.763,-39.237,-45.042,-42.107,-39.724,-41.2,-45.101,-41.239,-40.961,-44.962,-43.163,-42.597,-46.874,-43.985,-43.182,-37.175,-42.625,-42.323,-48.245,-43.109,-42.688,-49.909,-46.902,-41.866,-43.288,-41.743,-41.984,-46.455,-44.96,-42.013,-45.252,-44.448,-41.724,-45.08,-41.652,-43.367,-49.892,-44.627,-43.273,-43.667,-44.799,-46.845,-48.182,-49.15,-43.07,-43.712,-48.993,-43.224,-46.066,-48.514,-44.277,-41.582,-42.38,-43.945,-48.081,-47.206,-44.085,-46.332,-47.79,-44.201,-45.599,-46.756,-47.107,-50.061,-47.032,-46.767,-47.515,-46.766,-44.102,-41.722,-47.713,-43.539,-45.398,-52.681,-46.111,-43.06,-43.02,-47.385,-44.95,-57.988,-47.724,-42.825,-47.455,-50.88,-47.059,-48.6,-48.415,-50.384,-56.046,-51.122,-52.021,-45.405,-51.212,-52.916,-51.956,-50.315,-51.21,-46.649,-48.097,-49.335,-45.908,-53.851,-49.228,-47.722,-53.036,-49.333,-46.228,-51.474,-49.195,-52.094,-51.404,-50.96,-47.941,-53.699,-51.848,-46.975,-48.352,-49.971,-50.912,-48.548
2,-45.029,-42.71,-42.278,-41.604,-41.984,-44.462,-45.708,-42.066,-42.071,-39.854,-39.885,-41.929,-38.861,-37.409,-39.366,-41.249,-34.212,-36.795,-41.878,-42.099,-42.557,-42.607,-40.563,-41.323,-44.753,-44.717,-45.266,-40.508,-44.858,-41.968,-43.983,-44.493,-42.721,-42.712,-41.418,-44.093,-45.371,-42.419,-43.883,-40.84,-42.623,-44.825,-41.6,-44.212,-44.6,-43.054,-46.638,-50.215,-44.768,-48.479,-48.848,-42.673,-41.759,-44.481,-45.272,-45.86,-42.426,-46.918,-45.834,-49.356,-46.857,-45.854,-40.727,-44.092,-46.57,-48.227,-45.841,-47.673,-44.612,-46,-45.958,-43.949,-47.524,-49.191,-48.015,-45.267,-48.377,-46.378,-45.329,-46.779,-47.157,-45.787,-52.464,-49.6,-47.194,-46.928,-47.227,-47.362,-44.063,-47.036,-45.469,-48.584,-49.613,-44.741,-46.776,-46.105,-51.311,-46.606,-47.55,-46.066,-49.048,-46.742,-47.13,-51.298,-46.976,-50.549,-45.583,-47.593,-46.253,-50.612,-49.718,-48.79,-51.453,-46.596,-50.899,-46.812,-46.644,-49.377,-47.316,-50.005,-46.729,-48.89,-46.527,-48.841,-52.202,-47.938,-54.639,-47.266,-47.62,-50.502,-53.628,-51.575,-49.477,-52.181,-49.885,-49.117,-50.017,-55.584,-49.354,-47.922,-53.017,-49.022,-47.858,-47.446,-47.406,-50.154,-52.886,-54.937,-49.808,-52.3,-50.709,-49.835,-50.037,-53.948,-51.751,-51.932
2,-39.871,-40.069,-40.461,-40.187,-43.308,-46.211,-41.9,-41.64,-38.952,-39.197,-39.919,-43.57,-40.067,-40.023,-39.356,-35.29,-33.885,-37.917,-45.106,-41.327,-41.651,-41.171,-41.754,-41.927,-42.963,-47.886,-50.815,-41.786,-41.865,-45.147,-46.094,-40.852,-40.327,-45.497,-45.392,-39.741,-40.816,-44.068,-44.704,-44.238,-44.496,-44.977,-42.52,-43.829,-42.447,-42.445,-43.737,-45.161,-46.628,-47.693,-43.265,-44.38,-45.991,-45.567,-43.317,-42.02,-43.386,-45.979,-47.914,-45.538,-48.404,-45.319,-44.508,-47.545,-43.808,-45.587,-45.517,-47.709,-46.786,-42.714,-45.891,-43.249,-48.883,-47.751,-49.832,-47.553,-45.779,-48.012,-49.042,-47.209,-48.937,-44.085,-50.979,-45.904,-47.015,-47.152,-46.083,-43.562,-46.323,-46.564,-46.092,-47.151,-44.25,-46.824,-48.274,-43.133,-46.527,-49.033,-46.229,-49.658,-49.741,-48.048,-49.282,-48.451,-45.731,-48.701,-47.321,-48.652,-47.794,-51.057,-48.233,-46.268,-44.198,-48.704,-48.013,-51.306,-50.823,-49.099,-46.439,-49.097,-51.136,-55.404,-49.891,-51.892,-52.702,-47.903,-49.91,-50.272,-48.529,-51.987,-51.427,-49.511,-53.968,-51.009,-47.568,-49.856,-49.389,-51.467,-49.166,-49.591,-50.034,-50.511,-49.263,-47.437,-49.744,-52.557,-50.691,-53.425,-48.774,-51.896,-52.999,-52.12,-48.322,-53.684,-53.389,-51.106
2,-36.009,-40.555,-41.934,-44.159,-42.218,-46.963,-40.784,-39.658,-45.748,-40.171,-42.207,-43.108,-48.929,-42.995,-40.646,-35.717,-36.083,-39.603,-41.089,-41.051,-44.034,-47.753,-47.338,-43.942,-45.287,-45.947,-43.979,-44.767,-42.312,-43.584,-45.428,-40.532,-42.697,-48.781,-45.434,-42.199,-49.136,-46.42,-49.859,-48.459,-43.989,-44.196,-47.585,-45.338,-47.446,-51.375,-43.674,-46.521,-50.178,-49.75,-43.612,-46.598,-48.439,-48.6,-48.659,-45.988,-47.95,-50.477,-50.633,-46.824,-50.834,-44.162,-43.385,-45.616,-48.074,-50.385,-49.572,-50.959,-46.949,-52.866,-49.074,-48.119,-50.707,-48.465,-47.094,-46.791,-49.881,-49.259,-47.752,-51.692,-45.826,-44.433,-50.47,-43.549,-47.481,-50.986,-49.437,-47.684,-47.518,-48.712,-49.584,-46.927,-48.142,-49.349,-46.798,-48.467,-46.762,-48.68,-51.451,-54.139,-48.705,-50.555,-48.353,-49.748,-54.239,-54.598,-48.659,-46.685,-48.156,-51.098,-50.127,-47.208,-48.849,-52.562,-46.854,-51.896,-51.786,-49.84,-49.664,-51.28,-51.378,-56.486,-51.423,-52.967,-53.712,-52.165,-51.33,-49.141,-54.442,-51.427,-51.236,-51.665,-54.312,-49.508,-46.823,-49.419,-51.841,-52.589,-57.21,-51.597,-54.347,-53.286,-46.499,-49.679,-52.528,-54.808,-54.458,-56.168,-53.645,-56.026,-54.574,-51.958,-49.68,-47.904,-51.088,-54.91
